index,participant.label,RSversion,RSversion_verbose
712,6f9bda4d5f30a740f15fcbdddc331c0d,4,Tfidf
713,2720668823a3fbe1078b62618a06b04d,6,Random
714,2051e8abf0c28971ef74f7bb771faa1d,3,Tfidf_neu
715,91872e90b9111f6bec21936fca8325eb,7,Transformer
716,0350a12b0c1d708004e1f8d343727f4f,1,Tfidf_pos
717,5255b264957e7e4013e5100b27db8319,2,Tfidf_neg
718,12c12d43bed312da1cdf7d03a3f325d4,1,Tfidf_pos
719,6d27cfb55700ade4fef0eddbe767581b,4,Tfidf
720,d68e14454128c375b11c13657dc7619f,6,Random
721,f279c673df885cc9e3afdf3b31777c99,5,Word2vec
722,92e1661e9b6933938624b4cc93fd40bd,3,Tfidf_neu
723,c34ad9a991ead2b37b0cc9cdf70b2705,4,Tfidf
724,24b0c2f7081baed5f8c449f873360244,6,Random
725,f0c57b4a8c0b4f77ae9900c5b5f1510d,4,Tfidf
726,47bd16844eb86449d49f324e5f3221e1,3,Tfidf_neu
727,a942f3bfeea7e75a8f447a69b5a21c8c,2,Tfidf_neg
728,f6640bc8b85feb25666504d2e1a722b1,5,Word2vec
729,b78c7cfb8cc97576f0abad5dba0d0c2c,1,Tfidf_pos
730,b00cd9b5cd0a62c47d3095174248a6a4,3,Tfidf_neu
731,2896d70de551f62031b439e33942714a,1,Tfidf_pos
732,7436a431b3bb8e095d5a25a91fadaf62,3,Tfidf_neu
733,074ed14ed55129d5446db99a8def2cf5,7,Transformer
734,e798e7adcc0defc21d7beea61e8149f7,5,Word2vec
735,af968082b0e28d141c176ecba5e9b94e,2,Tfidf_neg
736,5999028c547d0aef971dcf2355745617,3,Tfidf_neu
737,689644cbb5d706cbc54c3267ea31873d,4,Tfidf
738,faaaffd20740be7bf172c06d399a6509,6,Random
739,09b1d8ee99cdfd38e71f6d66ca6f5f1f,6,Random
740,d17a91a7da34bee40fbe3db1e49b13e3,5,Word2vec
741,c62cba0e827b3e45eb4a4dfe600b0786,5,Word2vec
742,8e801f84f6cf092e34a01cce4beef813,7,Transformer
743,f31ce457909df0878b61c55718e3da63,5,Word2vec
744,6fc75525c878deb04a08fc85f3ead8e3,7,Transformer
745,99272e3159e09beb03ed2723cc363272,4,Tfidf
746,cdc1b0d0a4bab1bbdc42906c9a205c53,1,Tfidf_pos
747,f69ed0173ff221a022d7b218c50def72,1,Tfidf_pos
748,2f613f392d351791e602947cc93987cc,6,Random
749,9a30f34bc9afb4955c12f1df71c1bb52,2,Tfidf_neg
750,146c677539f2336c15e20df06126c6b5,7,Transformer
751,8243c7c75ea43ad013757740046b327c,7,Transformer
752,ed876d3d93f30fd650996c82a8b28c1c,1,Tfidf_pos
753,1968b39274d1cac89ef37d5efea17e92,5,Word2vec
754,34ecef845d6ba23e8fc07062e05eebac,3,Tfidf_neu
755,a8ae0f9c1bd1f1674076462c12e1b699,5,Word2vec
756,c12d8c7b6e711ad96bfd652fb06f3c75,4,Tfidf
757,6d123998b30177b8db3f5345d7060e38,3,Tfidf_neu
758,95ebc948eb85f7e18a8d5ce9bb1d9c08,4,Tfidf
759,ab043d22b2a718fc2858ecf37ed18717,3,Tfidf_neu
760,b004c3ac8a9ac10d4b6cd340a2a46237,5,Word2vec
761,51fe1307ffb22b8b19e5c08d9b988f73,1,Tfidf_pos
762,48c765323d565351c3ec510552e51fa0,2,Tfidf_neg
763,25c4d9889f07512b3810985a253919b7,3,Tfidf_neu
764,bd4fc2dd1377f3d78b685f20461b4325,7,Transformer
765,035fd02428b79847444461c59258089b,2,Tfidf_neg
766,3b757035613e7b31eafb74a77eb67406,7,Transformer
767,3618781d519b9844a7a75b2a6d160915,4,Tfidf
768,91f4f1feb60266eab8ce7666bf94852b,6,Random
769,0cf64f2782a048dc968576535b763951,2,Tfidf_neg
770,ba14a16be8aaaae866805d8022504200,6,Random
771,10876493c7fc7c1d41d97606185933f8,4,Tfidf
772,5b16b7b7557978f2e2b65d5328707e31,4,Tfidf
773,4a88dea05323aaf6f9250acbd88f9cef,3,Tfidf_neu
774,68207de496fb1881caef0bee09f28016,3,Tfidf_neu
775,750a6ea9ea19f88827829c2b0256c736,6,Random
776,7ffadeb56603c89a20b8c3425d2cdc2b,7,Transformer
777,6896381a01a153f83d68be255f7a7cec,1,Tfidf_pos
778,191721b29c616304c5baf946bdbce945,4,Tfidf
779,455d14372d1bb8fe7f0b76a329e8eb1a,3,Tfidf_neu
780,3fd3c89097e870b4ec2d944671f85ed5,3,Tfidf_neu
781,70700fab91ad57eb1d4dda7deb86c7fa,4,Tfidf
782,9cb540608bc9e75b9aae68ed7d973970,5,Word2vec
783,689696f780b7d2c79ea7362af518dade,4,Tfidf
784,37f25658faf5f233cdf7dc56fe3561f4,1,Tfidf_pos
785,7dc41446341ff483438d1e019d881277,4,Tfidf
786,f622968577b9bf3140ef759a12488ad6,3,Tfidf_neu
787,f7e55a2175fa98124d2ead64a9126816,4,Tfidf
788,48ec3b3b7b620cdfed4cb906a414032b,6,Random
789,1c08046eb745c76fe776252f1d9ad6eb,1,Tfidf_pos
790,5841ace49b321cd9ae722daba5f164d4,7,Transformer
791,2651c4f4518547c51d4e796a0cb9203a,2,Tfidf_neg
792,fb430a13e87bf7a00cc33f76d340ef8b,4,Tfidf
793,3a9ab892fe51524a9ab39e1c936b1f9d,1,Tfidf_pos
794,2c06cd53ffb6f343ad84b8c2b54849dd,6,Random
795,db760ff0d3bf5ec93fe1e8a0708111c2,4,Tfidf
796,489707a79f5659a6415484dcd21962e6,7,Transformer
797,9c7884f99ae07aea292bd1549f5cdde6,1,Tfidf_pos
798,958d62c8561f9bdc6de88abcaedc6032,7,Transformer
799,4c5d1c8cab6d1a3a59e72579601585f3,5,Word2vec
800,cf70921723bd78b925471442c1a21382,7,Transformer
801,eec09fdbcbae930fdde5fbe323cd6638,7,Transformer
802,b92a21ec6a40beb4cd7968e602a9c842,3,Tfidf_neu
803,97ccfecac2f5d734a370ce1c9140d20f,4,Tfidf
804,74b6425920e1a355b4a8a174def7cd5a,6,Random
805,5916ae15eae94be3f4ddea09299eecf4,4,Tfidf
806,46aafc0a7f932c3b1d0bfeabdfb9754c,2,Tfidf_neg
807,ac494dc448e5e5885046d8339cb713cc,3,Tfidf_neu
808,6393533dbc9c2bd21575f01d182a2e23,4,Tfidf
809,dd44a604bde9c03d3f98a557c4ffb4a2,4,Tfidf
810,d92d5bde15b4297e9def1d51b7bae3bc,1,Tfidf_pos
811,ebfb02b7ac23d63e29ce8b8627c199f1,6,Random
812,c87d07b6c7af9c46cc1bd2db9d9cc62f,1,Tfidf_pos
813,d3a25ecb4eb1f1b29c9c21d1c727dda6,1,Tfidf_pos
814,55c531f8b58ed772ba5f8469c396e20e,7,Transformer
815,674d089e8ea018e5532792f3d20f7deb,6,Random
816,c1c6cc3dde568aaf8ddaf124c44f45e1,5,Word2vec
817,6ca8184dc32916bf96b7012a66688a3c,6,Random
818,9008966e66d8f10096c460444652c365,4,Tfidf
819,715d8f8faa4f4edbb6366b074a5e9537,5,Word2vec
820,655cfaddce77e56a0667b7fb3178552d,2,Tfidf_neg
821,8c79538a36d5509a3379ec4ffe820e37,3,Tfidf_neu
822,4e18f5169026bac11b4d23b82a1af727,7,Transformer
823,5e5bc56dd83763f040cde96d3ff47068,6,Random
824,7c01ccb7a8c8df508502b4c1c1663d98,1,Tfidf_pos
825,7c9e83bdef60dc01fbcfa03bb34ccb55,6,Random
826,69670827144a83e18c196234ece0e6d8,7,Transformer
827,eeaddaf64e26332f53adfa7a93ddfa9f,1,Tfidf_pos
828,ce04f3f660c6d9f94877924c1e3d97c6,1,Tfidf_pos
829,dd55e6b24cb8f1f74c090b4130965bb4,4,Tfidf
830,d040a8988169aeb6482c70ea37d6310c,4,Tfidf
831,0be2bc98657d31c4bae7cd4d99d0387f,5,Word2vec
832,8708dccfee4f51198b2e3e5ac40c861e,5,Word2vec
833,47ab5847b3d614e13f86593433bafaeb,1,Tfidf_pos
834,a8b97571423391835b5a8e224e8376ea,2,Tfidf_neg
835,bbcb3d381202539a0572b6c2d82f518a,3,Tfidf_neu
836,92d5e3a43068a77362daa4ec65d20752,3,Tfidf_neu
837,c6c72e9dba66d406f67102260cc49067,3,Tfidf_neu
838,9b62d29aafc86a3f0b73addaca3e5ffb,5,Word2vec
839,a0c796561db1f81d0271c58df4a0e48d,2,Tfidf_neg
840,c946e3e2b358fe73a572d71a2ab43a53,1,Tfidf_pos
841,17939e116f142329db3176f492856064,4,Tfidf
842,a3085dd3a90a97a4f5738f0073b9684f,1,Tfidf_pos
843,2f4577d8d3d300625b7799321bb58c10,3,Tfidf_neu
844,94c6da8ec4891aa671e0e94cae114a1c,1,Tfidf_pos
845,9bae295bd3a211192b81a14c46ee3be5,6,Random
846,e66b73b67de15702a979d77d4d7b6f21,7,Transformer
847,2a19cae61eb483d6f9d6465170b1a7d9,1,Tfidf_pos
848,f18a6123aad121adb200da4770730dff,2,Tfidf_neg
849,a74a869ffbea8b472b4b58f10274d938,5,Word2vec
850,740e2b6933cbb93ff9017209844d6758,1,Tfidf_pos
851,a969ed353c8e77bc1b6470f67954d3f3,2,Tfidf_neg
852,3c3db68977c080a90ac76bb278af363d,1,Tfidf_pos
853,a5b221a1c5ab26cab54165389878389f,5,Word2vec
854,f4fd68d94823f918cb2973d26d676e13,6,Random
855,bad74c305e541ad1ef9c78385f83ff90,7,Transformer
856,be27db78aceb4cc725b3969cf8f6aca4,2,Tfidf_neg
857,deb3f2d17df9b54e9726991303c4feee,7,Transformer
858,854d279cb9171d28490cfab8cc1ef530,3,Tfidf_neu
859,a8d69d66ac716608ee37ff52e7e48ec5,1,Tfidf_pos
860,0fd579ce022dd189ef99cbfbd680449f,7,Transformer
861,e1e4a65290606cdea2961b4eb35ded42,7,Transformer
862,81f2e38ad7ab99a5403519ab9315b482,4,Tfidf
863,c2f47041246c5d4475e73b9c5f893d98,4,Tfidf
864,6a613f6a51a0a717e8121322aa95bbe5,7,Transformer
865,f13f67bdd0458b3dfd4a64be63c36ddf,4,Tfidf
866,e13fea9df56b55c8454a7930bd0d3607,5,Word2vec
867,2078a6568cea374ff30346b912759c25,1,Tfidf_pos
868,9a7c6698130ae16cdac0cb5fdb53ca24,7,Transformer
869,37d3787ec9d6335b69687529acc274b3,2,Tfidf_neg
870,18442f74fe8d0bae8429072d71d085f6,1,Tfidf_pos
871,ce49cbd2b434e996c69965fa673395e7,3,Tfidf_neu
872,903b8dcb44f64c6f9d88bba3ad6bd1ea,2,Tfidf_neg
873,874debf32db0e33657afa1018a6276eb,7,Transformer
874,3857d464e61de6e8ee6a41450becc864,2,Tfidf_neg
875,85742e4e003d71331cebeb9391b4a653,5,Word2vec
876,849a4c9d46e95f9c3a5bebba930da85b,7,Transformer
877,19a09252e7680f86fd95da0a344f76f4,3,Tfidf_neu
878,4df91680d860c8104bdb7814d0ae6f68,4,Tfidf
879,829ba0e12bf6e9254db3ad061f0b58e3,5,Word2vec
880,8f2dc5ca1e2571ea66003c7a4a70c3df,1,Tfidf_pos
881,3d8bd30b02c8ec78bf90c7a21353c9f4,2,Tfidf_neg
882,02bea43393a74eb796117f998241aee0,3,Tfidf_neu
883,77d7fdc9e43b323bf68fa75976b13617,4,Tfidf
884,2905e73be8124d3e140a325ee8071ae4,4,Tfidf
885,5f3dca409eeaeac9e5e30bbc29cfb653,1,Tfidf_pos
886,c11e0b8270c59480f020df0a8ab70da2,3,Tfidf_neu
887,0b6da1b66b5d9c3004523fd3d85e62a1,5,Word2vec
888,3c9f363f436e98279ad3230caa7f1825,3,Tfidf_neu
889,cd277c20e7ee1c07a10580602ebb85af,7,Transformer
890,3d2ce191af61d87f6c9986579fd83115,2,Tfidf_neg
891,52ac0aea7289a11df95a619bbdc326eb,7,Transformer
892,ba963c59f0aff99261788b33b9c24b8a,6,Random
893,60523dbd82b0c7017eed9efac166dd50,6,Random
894,ab7b2c14bf34b8514d223796d9994219,2,Tfidf_neg
895,4f857614ee884a9574fd295181efc288,1,Tfidf_pos
896,0f86a8221e25975216b24e803733e7bc,1,Tfidf_pos
897,e7b910879801d2d84d10c59489cdd626,4,Tfidf
898,9947cf7319bba32d4db021820e803e74,7,Transformer
899,7faa8dbd79b23ee924ebce0d7e5b2196,1,Tfidf_pos
900,af659d369ad9920cdfc4fbf7a2b69197,1,Tfidf_pos
901,fe5d6868a0a7e1c7dfec4cf14d8ff402,1,Tfidf_pos
902,c643df6013578987a206be2a0c04f3b9,3,Tfidf_neu
903,2efe65cd1bbb13e32316b0d4e9fd4f1b,5,Word2vec
904,ff38b3fba7fd3ea6ecfc36551f2545db,2,Tfidf_neg
905,2917a2c6ec29dbb3bfe89afab11c3e8c,4,Tfidf
906,2b2fef9d190d0df57bbffde32496d484,7,Transformer
907,ce2a50c3b6368ce37d1c675eece02377,6,Random
908,6d8a75c5483f3f4fe2bd853cf618ea0b,3,Tfidf_neu
909,404f77896a478bb998925e11f1f5eea0,4,Tfidf
910,53c913b18872faaaf65cc2e39969c335,7,Transformer
911,aca1a683c6e889b01532f82aef4716f2,3,Tfidf_neu
912,d6c40261edc55de34af7695c920d551a,7,Transformer
913,83c04bdecd9af1221944c49ceb2d8801,5,Word2vec
914,b48f2635c34810a39c0e73e3d702ca97,6,Random
915,cc5c8408a513d68ab0e1e92c8ed8348b,3,Tfidf_neu
916,c9d43ab08cb1f8198e7e542d3721d3fc,7,Transformer
917,d38df5e62793e301c02fe4f17a5b9b98,4,Tfidf
918,2bf16da667aa58806c3cdc4d9096cdbd,7,Transformer
919,88b67eddc4a15e4010b1f60552b1dd2e,6,Random
920,46d798adcbbc7631aa1e5aee4b3cda2a,2,Tfidf_neg
921,02df423f646ab6f9137c38edd23072db,6,Random
922,c173a342415f2cf33a539ad1498316fb,4,Tfidf
923,cfd2766b251bfb967fdcf02de3c8230b,3,Tfidf_neu
924,9834ebd3be025730e8abf3a48534136c,6,Random
925,1aea3a373869f1d4a4eae6a9ed360ac5,5,Word2vec
926,6e721d0e06276cba8030ca4e31e11fae,6,Random
927,1e905e81509c32cf479e92dd0c038861,7,Transformer
928,87eb6bc2fc5f2d94203a1b0e599cba43,2,Tfidf_neg
929,1d49d302d61763a342f9be93e891ad86,5,Word2vec
930,16c3f5b1d8d6282b6c3ea79c314585ff,1,Tfidf_pos
931,c0e21b1b0c6cd613c74edbb8fe7ad8f6,4,Tfidf
932,1f5c901a32273df318e7b0f29548a77f,1,Tfidf_pos
933,02491127563d990cf4749641bd4d882c,5,Word2vec
934,e2ece3b029d875cdb599ed8a0a315b23,6,Random
935,3f1422e89d6c24d2537f7250bf7c13d6,7,Transformer
936,f89877db81a4950ce290e3182bfb6672,1,Tfidf_pos
937,87977fb8318526bb0d15581b3bc7011e,6,Random
938,89108647beb661a8e5bd02f46cdf1019,2,Tfidf_neg
939,048cb116db0befce6eeae86415d7459e,5,Word2vec
940,4b41eb1f1521021072dbeb31551e864d,1,Tfidf_pos
941,78e8edbcdc95ddd21b56f1d08a964796,5,Word2vec
942,1d1a4d457b5fa01f449e58bb40f70d62,1,Tfidf_pos
943,4494fd7ea516a912900bc3ae297aa044,6,Random
944,1b1dfe9f7fcfe754c7049dbc87d37a8a,3,Tfidf_neu
945,f8df19c187471ca401d726a94adf5fd0,7,Transformer
946,8c524c031e033eb629e1f54b9a24296c,3,Tfidf_neu
947,ce71a1a21ddf80f36b6ddfdea47dac6d,6,Random
948,1f9a368de4c21a1781dedc7b6ade80f5,5,Word2vec
949,a96abc7c3c9c417f26235f667eb9e988,3,Tfidf_neu
950,eaeb48f8d642ec8fd77d032856ba13a8,2,Tfidf_neg
951,7f41b4a28ef888349fa69169c390fa3e,5,Word2vec
952,05a5bab464a0031af05f074839547b7f,5,Word2vec
953,886c7f7bebe39fdba6edb55f5985ce4e,1,Tfidf_pos
954,996d79c8b0e6b8de2450c4abf6342f35,4,Tfidf
955,e52e7d9a0f3edb972c93bf676ac6f529,1,Tfidf_pos
956,0c4fe71b37aa7816f00cf45e7006aba6,3,Tfidf_neu
957,e6c171e4aaa14374d9af86a8341ee918,7,Transformer
958,f4bb00bfece898a8bcc63bcf21b9796c,7,Transformer
959,312c59c7b87403bd4fc1ecabb8945e88,5,Word2vec
960,1274a3cda77d033b9dc8132a620b6b8f,3,Tfidf_neu
961,92911946f8145afa77e5760217ab0082,2,Tfidf_neg
962,22c2d830f595edae4a0ddd1fdf3d13c6,6,Random
963,7f3552de0321b8faa13ff0a34a351b18,5,Word2vec
964,bd9869f297caefc3dd70cbcacaab468f,6,Random
965,5d4058ab72d1155d737d4b0c42e73dfa,3,Tfidf_neu
966,aca10c910daeeb2e96ffb66ca884b402,3,Tfidf_neu
967,0be5b374aca900049682ef688cc3f883,6,Random
968,fdaf010891b70fff3105936b3295709f,6,Random
969,c6442602ae006efd24ff97d683545384,6,Random
970,fab3951db7b2b31ed1816debc6869698,3,Tfidf_neu
971,cf9590ad7d16550155a1b582fe673805,2,Tfidf_neg
972,7b4ef1a8a834c34c830617ac7a07f338,2,Tfidf_neg
973,ddaf0438ba9b540449d86ce8bbaff525,2,Tfidf_neg
974,2061e7aa63cfb1ad987dcf7df6fb70dc,7,Transformer
975,53500299340af3882fa8ff728f9680b2,1,Tfidf_pos
976,3d3d50a1c7cdc4ed52be29291ea6f7bb,3,Tfidf_neu
977,1e054bae8e85bbe6776f6ebffc64fcf4,7,Transformer
978,4bfcefd46e910d39f284a67228c23024,2,Tfidf_neg
979,121420e8f6decab40ee33b4258c73668,7,Transformer
980,fb19225cf5ce0062833e769df6e92c78,4,Tfidf
981,3029c7af51107e7e1b649266bc9b6f9c,4,Tfidf
982,7d259fa470b2b0fe1cf7562d466aae09,1,Tfidf_pos
983,bf678c78f924c40e1ba837747f090136,4,Tfidf
984,38cf9ca68ab22360f5b7532194e4a098,3,Tfidf_neu
985,5a8b52a421a7a82bb21d1d1845ed5841,3,Tfidf_neu
986,fb8a7b797947363cd4b707563df764db,4,Tfidf
987,09406d3276bd263730a5d78dc148de8c,7,Transformer
988,43960f8fa852e90eee47182f9fb9d990,2,Tfidf_neg
989,45fd50efb24ca5f9b77a478bfae49b25,2,Tfidf_neg
990,5ae9b51efe7098884db5b5c8ab103cbb,5,Word2vec
991,b7a9d94813fb158c870544ba1a877dd5,6,Random
992,52d2daf8a73837d68e95de535db6b145,1,Tfidf_pos
993,3183ff87e9dd838d26da4097388fe85f,5,Word2vec
994,5ea0e677316cee969afb732599e004a4,7,Transformer
995,b7b2ba82fa299ddb415b0cdb90879747,1,Tfidf_pos
996,86f332b7f2b89a919d36ba1b289bf8c5,4,Tfidf
997,8deb09945ece491d0e603e0fe1fa2dd8,5,Word2vec
998,a3e80877b28896b6fcd191ba50ec3c8b,2,Tfidf_neg
999,d31f2d4cfe2c8913d81b3530ad6fd2ed,6,Random
1000,f45150b5392618ecb26ee8a8d97b28bd,3,Tfidf_neu
1001,3c182fb81dc4b93989c9be221d0297fa,6,Random
1002,6cd834c02a5f9383b88864441b938b04,1,Tfidf_pos
1003,c29d928eaa064ec6249ff3e90cbc080d,2,Tfidf_neg
1004,3aea74b6d066f1ab6e08589c4c15fc8b,6,Random
1005,9ed8554fc5cce5d01da19af4e2774c62,6,Random
1006,15687a8e8852796cf121d1a486e95c9c,5,Word2vec
1007,490fdc765c9b693d2645df5b1e765715,7,Transformer
1008,7fa8fdcda2cd1fb1ad8ed7476dedb200,2,Tfidf_neg
1009,846b9e1f3adfaa04570b8c892f3df755,3,Tfidf_neu
1010,d6cf2c8cab30af6e65df1ae0fdfa92a0,5,Word2vec
1011,6cbaa7f478579c76537d7cc60775fdd5,6,Random
1012,91b5658c408b600bdf3fff404edd4e8d,7,Transformer
1013,0f66981d3883d67a6b6857bf3a3ea3fd,6,Random
1014,4abbac25ecf7f2026de9261a7e167031,5,Word2vec
1015,a14f470024c6a8653c2bcd4b12d0e889,4,Tfidf
1016,257cbe6f3219b3b77618593397b7ea89,2,Tfidf_neg
1017,f342de1e8d2624112e45a0091694b783,5,Word2vec
1018,b530748320cb1764902b017766f7d9bb,7,Transformer
1019,13c20028fc5f608f1c65cf280eedcd9b,3,Tfidf_neu
1020,c9f88dd5cb2fe89d0252b374b86c645f,1,Tfidf_pos
1021,18b9689879d34e34111e1f1248bc80ac,2,Tfidf_neg
1022,7a1b483cb85dfe5308d716665acc429e,4,Tfidf
1023,457565d23f9531b81d50fccea6982fb2,5,Word2vec
1024,2c43e656898634ca6f0ebcbc948f2bd1,1,Tfidf_pos
1025,1377c4b9fede5a42229718d862a07592,3,Tfidf_neu
1026,7c8e57bc01f3a60b5edaa095bc72b786,1,Tfidf_pos
1027,287c277de68237ce3729761cb1d6cf12,2,Tfidf_neg
1028,e39e7aff587576442ec5f7f0d4c83ffe,4,Tfidf
1029,faae7f0b306ddad91c304983da643784,5,Word2vec
1030,dbc1ebb7c2563757ce89fce89e6bd766,3,Tfidf_neu
1031,00c756a6e02bd16b4866294e402432b7,3,Tfidf_neu
1032,5c8967e85128672edf6fa320fcad1f73,2,Tfidf_neg
1033,37ef5f7df60c86a9645005b8bd0d1b6e,7,Transformer
1034,9a0ddf1e4d65b5d2abe2ab1c23f099f9,6,Random
1035,56383c34e294269fe45f00bfb2120ff7,1,Tfidf_pos
1036,c1655546ec0be69b82126f4bd719bec3,7,Transformer
1037,5aa214a6466b36d14f34f5412c5170f2,1,Tfidf_pos
1038,0c1a92e64da0e6060036b1be4e2e6ba8,1,Tfidf_pos
1039,0796e8d6a7ff890e2c0fd72140d1327a,7,Transformer
1040,568a49282253e05806a226f66c1ce5fc,2,Tfidf_neg
1041,74ed1f3a529ba36e18b536c397b86223,6,Random
1042,9af023f2d1ba63b177ede8a4b78008fc,1,Tfidf_pos
1043,3032f2737b872ba31ce06c92710f5f6b,7,Transformer
1044,f0cd6c050380fa1acd3f862193664654,5,Word2vec
1045,eec3318277e4c09c1447b2345c732833,6,Random
1046,6780f7701ff33cf93fd96299b6a6e79d,3,Tfidf_neu
1047,e6adb7c060f8f32b06a7bc0c31b7e147,1,Tfidf_pos
1048,4e16696b80523473b3a667f0e8251239,6,Random
1049,5a67c34e58cb81676827011d11d06d2b,2,Tfidf_neg
1050,0315154f2d595f3ab0e8ffaa3ce5b2ac,6,Random
1051,ddaf39f478a35ed23b8360a3c45ab9c2,6,Random
1052,c91f4a2bc4ef2ce677f79f4e61ec1183,5,Word2vec
1053,60dfd86990421fe7da9a7d1bd82130be,3,Tfidf_neu
1054,60e042ae2987fd0c7c17b6a6fc78c908,1,Tfidf_pos
1055,303be44e2c41f1e392eb5c89c72239a0,2,Tfidf_neg
1056,31d0d3115a3cdf38538febae68541180,2,Tfidf_neg
1057,661aa721224b5e676a0dc2c3749f6cb7,4,Tfidf
1058,583624e3a8d5ce466b25bfc58cdacf9a,5,Word2vec
1059,44e3d8bef8d98e6e736f277e59c3b46a,6,Random
1060,3dca868b6e3e7ea14c11e4592a832fba,5,Word2vec
1061,60c35dbd5b7153606dd3f37a3401f8d5,7,Transformer
1062,2e1a6d9f1691061e25ec24b32b5b638a,7,Transformer
1063,d33cad6e3851927cc999896b6036ac03,6,Random
1064,4e3f63fcc6004f364d32471fbb574ed5,3,Tfidf_neu
1065,1052a81121ea9055eb91ff37aff57388,2,Tfidf_neg
