index,participant.label,RSversion,RSversion_verbose
1066,c3734f556fccb12b69e75c72919bedd3,2,Tfidf_neg
1067,94e1be9b3f475ac8c707492eb4ecb59a,5,Word2vec
1068,b0bbcc02b22aeef5bf676447cf0003fd,5,Word2vec
1069,b2f7e3105d328e99000bf0a9a2359341,6,Random
1070,5e1cf079f83deb074e67eddbdf213ab5,5,Word2vec
1071,45edd8ac965e241d2fbbf50f7e04e243,6,Random
1072,75e2f4a8fd255c1611a41fe367615de3,6,Random
1073,88b314b8af32ff6d0f3ecedca7dc900a,5,Word2vec
1074,ae0b692bc01faf441abababc25f46d70,2,Tfidf_neg
1075,40b842bcbb9fad1c525905c2cee66eb6,4,Tfidf
1076,7ac5e5880c8eb9c7d3592687af4d47dc,2,Tfidf_neg
1077,2d975aaeb096b77058af7ad2ceca2452,6,Random
1078,fe5eafee05896cde378ce7ac741d82af,5,Word2vec
1079,1139d4d05c3423d020b04723f36f14e8,5,Word2vec
1080,8b63a82696aac9448a6dec441e48cb67,1,Tfidf_pos
1081,effaf562ce7f0e318f7bec42d71bcea4,1,Tfidf_pos
1082,a0d042908a278cb50067fc2092bf06ed,3,Tfidf_neu
1083,b5651d9c7408f52ab5bf888e44713959,4,Tfidf
1084,2aea23aa3d0d5c8dcb905eed6e244b55,5,Word2vec
1085,e11f55872ba9d72578b593ed40dd4ca0,2,Tfidf_neg
1086,9a6570d093ad1620dc170ac8d006b2e8,7,Transformer
1087,615ce978b2a44f62c30e93d460c0d0cf,4,Tfidf
1088,3ef2a7021fa7a4cb88ab34543a1bb053,3,Tfidf_neu
1089,a593eec5c11cc40f16563bd32b43159f,1,Tfidf_pos
1090,a666dd83b22739d8d04640a3d8668cd3,3,Tfidf_neu
1091,f176f733246ac2a692628483080abb10,6,Random
1092,a4d93e7e7be4b63d7f5e98263f447dbe,6,Random
1093,7b5d9028eab1be8d63055c6faa71fe78,3,Tfidf_neu
1094,14a25b20c2104fba315f69db46cad9db,2,Tfidf_neg
1095,0ac28171c0d213c5127e1f718d756118,4,Tfidf
1096,5c4751425bf781474724cf66449dfe93,5,Word2vec
1097,b144a1866211b2e901029929891b3e1f,6,Random
1098,7836ee400b84e04807bb76715e7aa419,6,Random
1099,9ac961d55d010280d9f22b0a04848ef7,4,Tfidf
1100,2b10eafdaddf6b3be48ee6166a36808d,1,Tfidf_pos
1101,1523f286c37a1d9489d4b25d46166027,5,Word2vec
1102,d7aafe2420ff1ace5757f73cb988e663,6,Random
1103,b3040017c908947ea173eca883375258,5,Word2vec
1104,0cc3bc00ed0464df461959702253f387,7,Transformer
1105,90b15f7099f6bf2b2ba1a6b7e181efd9,6,Random
1106,c2fcff5a9f7bdb03b855f5a970b3054b,3,Tfidf_neu
1107,a91a07f3a90ffbe11a624f1f07f1898d,5,Word2vec
1108,a8e01d5716d4ac34ddfe9040fd4ec58f,7,Transformer
1109,57c0f420be9bf513f706975caa40f6c6,7,Transformer
1110,2624a407724636d509abfe3342e4afa0,7,Transformer
1111,062bf6f9a586b1ba8da2913fa95af891,4,Tfidf
1112,802008fc10c86e9d5c170789b2cf597f,6,Random
1113,f4eb1a0695d1c2f46d3c486c1cafda58,1,Tfidf_pos
1114,c6cc7ec845f29a44339fe8decbd35bfd,5,Word2vec
1115,922f2906e7b3b14e9c99c595ab58f25e,5,Word2vec
1116,a786175706c88a9cf79395afed64fc6e,2,Tfidf_neg
1117,1f654979681dc9c6742452343132ba76,2,Tfidf_neg
1118,13b85d7c7671d8ae79cdb4c3aafd683b,1,Tfidf_pos
1119,af1297b704c15561e575ab0a9105f6d8,3,Tfidf_neu
1120,ea882f9df8ed059e332ca4e87c900d68,3,Tfidf_neu
1121,d93f5fc7d9b64a3cf285716130023f3d,2,Tfidf_neg
1122,f8a262e9f3788dce3cff3314f078af0d,6,Random
1123,0464dbeee8e888d30f7a54b1464472bc,7,Transformer
1124,dcdacfdec232f2df0e574baeeee021f8,7,Transformer
1125,92853ce6127f0a5d3c5785e5a7331666,5,Word2vec
1126,1fa185a6ebc5dc95ec0a11459ac5c087,5,Word2vec
1127,6ba057a8bd6dbcdefbff4006f947ee17,5,Word2vec
1128,a57a4ce6bdf739232a205f3ee5681a6a,3,Tfidf_neu
1129,ae0dbd658d1c8082753b8db20bf42a66,4,Tfidf
1130,92b54132a593aac2ab86a25b726b7ae7,2,Tfidf_neg
1131,653dd8c55c6171937beed8133d0418ae,7,Transformer
1132,9586df1b0c072479b60af58f4cf684d1,5,Word2vec
1133,c3adf0af4ea347c6fcfb3e4d532396c4,6,Random
1134,08a7fb3cbf44fe57d1823ed895c4a5a2,6,Random
1135,bb851bb032d55bd57f5e8d1c370219bc,3,Tfidf_neu
1136,a84e4c09c52f6ddec9eec3d4f6deff51,7,Transformer
1137,0a0e6ab07e058e5105cf401c43a806f9,1,Tfidf_pos
1138,021592a5a8cd1648ad53c14031f5e32f,7,Transformer
1139,25142380f0409559d282da935ea746ec,6,Random
1140,6ed715d2f2be9af64667f0d9c38788df,6,Random
1141,94ad7bd2cc3465cbb5fe95f6532aba0e,7,Transformer
1142,872a530f57cca6f389754e4b21d48e51,5,Word2vec
1143,aeb3f9fd4970153f8850687698b7a325,4,Tfidf
1144,59a4167ab8ab1ffc578c941f9ef77896,3,Tfidf_neu
1145,83f35f0f7d30a1eef9bb0c9349cfdd2a,7,Transformer
1146,3fc2d53daf6fc0564b8a551f8b7c9cbe,5,Word2vec
1147,2c3aba3477b90f76899fbb404feda19f,2,Tfidf_neg
1148,2c609ea233277d7d497a030f3423e332,7,Transformer
1149,790e008cff9630c46796cdbb6abf8b70,6,Random
1150,621e95e61708d99fb63d227b2364e88e,6,Random
1151,e2e9e52a04611717d926e4769deb25a8,4,Tfidf
1152,e494c88bc5c23f116720370b5152e4e9,2,Tfidf_neg
1153,e3c8283839b9dd16d4eeb3ccb5ff7ca8,3,Tfidf_neu
1154,0490db582632eb92b396123d198f9826,5,Word2vec
1155,9c5243888306aff884be1db3c3ef9ac9,3,Tfidf_neu
1156,fb703d164e3e04aa8adfa10434a9f845,5,Word2vec
1157,5e4e5bfb26e7445c6de7faf5c219a027,5,Word2vec
1158,90bcc48c5ad5f7b6acf7847b609427e7,3,Tfidf_neu
1159,de690faad84b6c1604b124a7d7a185af,4,Tfidf
1160,1802545d06d6d2edfb1dd11530c1553e,1,Tfidf_pos
1161,de84cd26eeb19c3c96367b17df98c68e,3,Tfidf_neu
1162,4f42e21632ccb7014bf4bfca2f145f54,4,Tfidf
1163,711477be82166c19250480dbcbd86788,4,Tfidf
1164,741b6f5a9aa6b7a563efe623c71a68db,1,Tfidf_pos
1165,e1e78076522b46b7a821be289dfe66c5,6,Random
1166,9311a3ec205ee1484f33d4b7891a977d,7,Transformer
1167,a6a0a06775989cdaaf2b82ef5f118859,5,Word2vec
1168,69df27f943a5507c00a0f386ce08adaf,3,Tfidf_neu
1169,06baaadf06acb3c71d9383cc2aef687a,2,Tfidf_neg
1170,7c48768602887558b4344b484e5ba593,1,Tfidf_pos
1171,10780ceee5f4ae33d4a7ef659423241e,1,Tfidf_pos
1172,29a15397b906f98b2f8443725c9259e2,2,Tfidf_neg
1173,5712623d0d601a866e7d0a739937a9e4,1,Tfidf_pos
1174,a0a7c86b5ca22b2dc834c10980f15477,4,Tfidf
1175,3189fc8322a8ed37a3f5ae823bf2215c,1,Tfidf_pos
1176,628d7e8a14a0db84316cf0ed16ef888d,5,Word2vec
1177,9b9c6fa16c5db83f573a878edd112e08,2,Tfidf_neg
1178,04adfbf7ffe27e059bfa328adb14c6eb,5,Word2vec
1179,09eb81e1453455409cb432438b9ab71b,4,Tfidf
1180,02d7d9115847e9bb15029c4e956038fa,6,Random
1181,d4b341fb6580e0c646df6c495ece8dc6,1,Tfidf_pos
1182,12f36aef4f899bc2fa3e14e2b5b58f83,4,Tfidf
1183,6017fa5619ffa424e2d43f5c676a18f3,7,Transformer
1184,1a3184d5e0c1a3ca6f48dde4e19fef23,7,Transformer
1185,171069c021019082a42dca15d90ab1a9,4,Tfidf
1186,72f3aadf7308c1a719e173a344e7550f,5,Word2vec
1187,5b7502b7a548e028b7dfe613d2422b33,5,Word2vec
1188,0129f7822dae645df7a3f4b15fddf35b,3,Tfidf_neu
1189,eeacbcaf4eaadc1ac950b1a96ef1d9ae,4,Tfidf
1190,7e763931a244b09c6c8d359b2fcc5f5d,2,Tfidf_neg
1191,a309df55389cf383f6312f7c96aa758c,2,Tfidf_neg
1192,6a6f6322a13f625ae3e4bf664234fdf2,5,Word2vec
1193,aef0513052ceb70ae2c9b786c08649df,4,Tfidf
1194,b66c764c6732e681ad5e5fb38f1d4d62,1,Tfidf_pos
1195,2fe49f6641590297cb185a3a9ecb1bb5,6,Random
1196,40b622c7624a948055490796a5facf8a,7,Transformer
1197,5c95ab2583f721444520633a0e16826c,2,Tfidf_neg
1198,3cb0a47f96697f052ec0bbca322d61d1,4,Tfidf
1199,ddbd367ead07efd75b5b17a154f90a71,6,Random
1200,1b874077998143d3705a019b5f2db5a6,3,Tfidf_neu
1201,7deee4c6cbb42c266976358614625d52,4,Tfidf
1202,1be5105e951f69641ea1b1d22322b6cd,7,Transformer
1203,305ed373a3a4278a7434d9e786a42edf,2,Tfidf_neg
1204,747e3d282701315630bbdfa79516d449,3,Tfidf_neu
1205,3ff5014c20b8c15dcae995c6c63382f9,4,Tfidf
1206,0153959e2f73d9ac79591b22cbac7d0e,2,Tfidf_neg
1207,80733e32ae2cc4a1101362e5dc1c5f8a,3,Tfidf_neu
1208,951672610218745a50a8eeee94a6124f,3,Tfidf_neu
1209,0395d140f8602aea7dcaa3a0420ff6d6,1,Tfidf_pos
1210,17247877fe8d02bb6ae9fe800db4e234,3,Tfidf_neu
1211,96e99b583f9941052e938a2b4e28bf22,7,Transformer
1212,c1430fefe0ab0ad503af61ff84561095,1,Tfidf_pos
1213,152d9f9ba91df3284c029949164711f4,3,Tfidf_neu
1214,1e5d1e2f2ebe71bdca71f762a9917f20,6,Random
1215,b339fd523c1797e48f0a7c6605475d66,4,Tfidf
1216,34055e7346e5e7c5ebaf49de8e9d81f0,6,Random
1217,1e7654febe31d5666a26b0d5e6b6cf7f,2,Tfidf_neg
1218,6c4fa54f40d635b9ed17c36eddd89137,7,Transformer
1219,31bb109ee4a9d39398e54218dacabe69,3,Tfidf_neu
1220,2fe04cc6eef4cc0d28a33d679f2139ca,3,Tfidf_neu
1221,cb40865329c34d12923969c2b3e9e1c8,5,Word2vec
1222,4ca0b714ffec92991cee90933b49f8c0,1,Tfidf_pos
1223,fa3ff0b0a4eba03200b95ebc8f0a602d,7,Transformer
1224,c405aab2603236d173d01c7c63844c63,3,Tfidf_neu
1225,ed0d70c7ec66c215201594ebc187e014,7,Transformer
1226,50953f10c6dd1de3d3e72c17cb1990f0,6,Random
1227,8048e24e97aad0e9eb6f4c7bcd36f488,5,Word2vec
1228,ce94d220aaa59d5b32b5b61bef81ab82,4,Tfidf
1229,e74ecb184320d1732b2c04dc3099a902,4,Tfidf
1230,85bb2b74d5fea9e00ddd19b7639cbf91,1,Tfidf_pos
1231,ca327d280e7eda38bf974671d9c4c011,5,Word2vec
1232,e29aebfde66a18b121fd9f3ff5b41e80,6,Random
1233,04812dbf1bb104707cfa61883dbc2e65,3,Tfidf_neu
1234,8a545612866a19df9e7801d3ff2c68a9,1,Tfidf_pos
1235,bc5fc6ee289397cb6fa5bdfb37140a86,2,Tfidf_neg
1236,d2100b03884b2cbe7c993390c7e357f5,6,Random
1237,1d8b667a92749ad86c7c1fe5bf45fbd9,5,Word2vec
1238,4ef7c98c720c81ba44dcde1f21625fe1,1,Tfidf_pos
1239,ca982f9f5d9bdec22c106b96709f14be,7,Transformer
1240,f90b4aace71d4928538efabb3689161f,2,Tfidf_neg
1241,3e79877d9482ffa98670284b8097fd67,5,Word2vec
1242,f7a0b84305a5fc007a82593a6bfb7286,5,Word2vec
1243,cf5600da5f59e7b87b5184c0084c6a6d,6,Random
1244,a5db80a0f94e6ddbbe4ae96673647102,1,Tfidf_pos
1245,86e031bce70534b15009f9971314d028,3,Tfidf_neu
1246,a33ce161c1ff5ba85e5c21a41c0374b2,5,Word2vec
1247,c0eae62f9b057fc73f1cc4057ecbd63e,3,Tfidf_neu
1248,45941231093cb21006f4fc5071f0110c,5,Word2vec
1249,beb5fb6a8d623afd8f382b79b0741f51,3,Tfidf_neu
1250,1d6aa619e39f6132b6450554974d9693,1,Tfidf_pos
1251,072c3e650d2645c9d98882fba1d63c7d,2,Tfidf_neg
1252,b87e4d91d3c6154af7dda78a5e8d1d5b,7,Transformer
1253,8b920fe5ef75334c609a80f8a7266050,4,Tfidf
1254,2795b992b9b6097c2b7b8664880ebdbc,4,Tfidf
1255,12f11880efef747111d1a7e071127f69,2,Tfidf_neg
1256,43a1fd9a4c17763d5c9808f2550a4cac,1,Tfidf_pos
1257,2591fac8202c8a6f59efbc43f1228283,2,Tfidf_neg
1258,cb7dff07aa95bdf611c963bc299e8b66,7,Transformer
1259,712207b5a03d4f401e4705ebbc11db3f,3,Tfidf_neu
1260,166656efecf476b944c5e14362ab6138,6,Random
1261,fc2113f86e069e8f9193ae990ddc6457,4,Tfidf
1262,60d121f03f02d9e9bc2ea53ba4508d9b,5,Word2vec
1263,21d735aaff55f1bb26e6a1620c33c2a4,4,Tfidf
1264,f5177f1125183746b6c31f068ede38c1,1,Tfidf_pos
1265,d2e4a031d8e7896e91e3c0f705bc1345,3,Tfidf_neu
1266,ada838b95b9c35f0d7d7db75a2ef4d54,2,Tfidf_neg
1267,9f0f92ad4bf895bfa6b0feda142a0d3a,6,Random
1268,fc70d252712051e5d07c3f693144cb8f,3,Tfidf_neu
1269,c2b3a2032d9d93d5679ad35fb9376fdf,1,Tfidf_pos
1270,dafb05f9ccd035b2fbe770ed9e469a66,3,Tfidf_neu
1271,6fecb40303e8a22abdfa868bec34bd8b,5,Word2vec
1272,623faffa5934ccd75c227441c0dad92d,1,Tfidf_pos
1273,1851971980e28aff9a6835f29d03d20d,1,Tfidf_pos
1274,0e8a99223fa48d3e7240a4f37788e6b8,5,Word2vec
1275,3b039d162514c57aaf3baa858314d1a1,6,Random
1276,4c923e21ad1965f913529c8a0200f715,2,Tfidf_neg
1277,e5c97af9734c69cbcc9d18df700f9d1a,2,Tfidf_neg
1278,a4e2929ccccceb12b2318c5053c40654,2,Tfidf_neg
1279,ba9a9c8dd5f2f38c6d56973f5cee92de,7,Transformer
1280,e4a9e23718a6e096068d0c3db3ce3545,7,Transformer
1281,17f9380797d41b34f0935bd6c47fb9f3,5,Word2vec
1282,0999a8592a02258d69a0ad44a505a70c,6,Random
1283,d74d83f508852f69392a906a079b4671,3,Tfidf_neu
1284,43e748065cf91c1c44135b118f1622be,2,Tfidf_neg
1285,e6e008e465fe9c8931039b2ff504f677,4,Tfidf
1286,274b427bae976e73add8f10cf523df83,2,Tfidf_neg
1287,23237dfa4d250758aa4b66f5d710ed5a,5,Word2vec
1288,2901fc29c25f873b4a1199e372856cc8,6,Random
1289,d96e0e31ddd1ecbfd20154ff38111c29,2,Tfidf_neg
1290,17a5a2b72d8041b6dd2a33327894d3ab,7,Transformer
1291,d7b7049df3f8370be1526b9404777473,6,Random
1292,b22e4a075571dff756148f6c64944ae3,6,Random
1293,0c473ba46717d67920b8c7d09becd750,1,Tfidf_pos
1294,13aad50ec672f34080e8a214e84031c2,2,Tfidf_neg
1295,4f706ec55f07dc99a73fa674ba062c6a,4,Tfidf
1296,05dc1db75f5fabd0224113411155249c,3,Tfidf_neu
1297,6ba78476e624925cdbd35ac6167f3b31,6,Random
1298,4e8e7032fa3b40e4c9339af4c6c6eb39,6,Random
1299,8d642b5c967c330bb33d5fc519bdda2d,1,Tfidf_pos
1300,8597981836e8d6d81bf3df4795679e58,1,Tfidf_pos
1301,6de64dd2c03f5c0e79c0bcb015b5fa7f,5,Word2vec
1302,790297c6e1544a2229838259bfbe418f,7,Transformer
1303,4403f83de6d4d272b9b41a08c732667a,1,Tfidf_pos
1304,fcd3c5c402fa1a4e6d11742daf129c91,3,Tfidf_neu
1305,d7228d8629407bac9ed7d3cd9f12543c,3,Tfidf_neu
1306,d41579833a1f991663f4261add885118,4,Tfidf
1307,26c9b78762dfed4c5b39e4fb993de686,7,Transformer
1308,837f602bdbd0156d787665b79785fde1,2,Tfidf_neg
1309,03cd7045276c12e1a57c590e3afd540d,5,Word2vec
1310,4e12349d569017ab59aae9f182b3ca8c,4,Tfidf
1311,5977948362c80269e0c3edf786acb6de,5,Word2vec
1312,c56bf824219acfc7e6c8b2f0cc58fcb9,6,Random
1313,eb12cbb7401989269b43af3d2d1a4c1c,4,Tfidf
1314,06dd91e95d1913ea7052d6f1c4aab292,1,Tfidf_pos
1315,994b41c693284eade1d38a6a8fdeda76,4,Tfidf
1316,790453302faf9212533c3850e3f0952a,7,Transformer
1317,f921da8b82a75ed20fc8acdadf552087,1,Tfidf_pos
1318,0a59e6d5d40b311b60a4d2749242ea2b,6,Random
1319,65c5d576bc7efa47b947759b4f926eb2,6,Random
1320,95b3be2259084de02545caa3a7e39e33,1,Tfidf_pos
1321,cd56b55c0b362b905f9bbfc558c80dfc,3,Tfidf_neu
1322,c92471c8d9748c765da6f23c482aa247,5,Word2vec
1323,7d67616cfe99da2c0a98b2cc08aa09e5,5,Word2vec
1324,067ae39cfdddae053bda1dd4390c75f5,3,Tfidf_neu
1325,b64a9931bfe23a38ee9501e411494004,7,Transformer
1326,0369dcd5f18b29e91d021d3b1459b2f9,5,Word2vec
1327,92e59dba41d0c9bdb29c5bc23ed48a4d,5,Word2vec
1328,56fe47202e1bd92e66b7933ab0571187,7,Transformer
1329,7ab243ab95075d0c7bbf6c4393f43728,1,Tfidf_pos
1330,ca5efa73ff51073b48c27ab945607b22,6,Random
1331,1fc69a0fa417931c62495ac2444391bc,6,Random
1332,5d96a6236e222d1efd03b6e99ac8b357,6,Random
1333,a9c923f0412a99681aea3b175713f871,4,Tfidf
1334,82a2485572692f9d56f59025092cb38c,4,Tfidf
1335,9a45d1fc77c00312965164055366a206,4,Tfidf
1336,8a38ebd17d8b2df933ce1604b8b3345b,5,Word2vec
1337,9b6c1f8b224aaa712608a73ea2a0f2fb,2,Tfidf_neg
1338,11c197ae7cad8ff5f8864aa06d7fdcaf,2,Tfidf_neg
1339,83edb0730db1983168a3e8e6e82dd790,7,Transformer
1340,2fb4e301e8dab93b76e9813162c86af5,3,Tfidf_neu
1341,5d5d76c65715e353ea546ca600f6beb7,4,Tfidf
1342,ff8bccd481355f486e546545e1de96e9,7,Transformer
1343,bec45781fa8cceadb27d43e9606ec38f,2,Tfidf_neg
1344,1f313b6b23ab9b8e541275a3e9cdc5de,6,Random
1345,d854f31aa876dd474c3a68462e06c43e,5,Word2vec
1346,1e647fa285e9ff1ecb30ef2f415071f3,6,Random
1347,67a88ce6f8eaf9f29e996f768b1121cf,5,Word2vec
1348,a56d171b2eb2c4ed7e46453507665bd1,3,Tfidf_neu
1349,1418087c1784d2ff5275915bc94a20a6,7,Transformer
1350,644b06089ec6383e5668c1db691357d5,2,Tfidf_neg
1351,f03d958483f65139928d2e6b992fd162,7,Transformer
1352,fb6a998d721a5662affc3290e10d10f5,3,Tfidf_neu
1353,3a40bc6fec48dfd91411e4051d7ddc5f,3,Tfidf_neu
1354,042faf880d24b5106716741927cb420e,6,Random
1355,19a662f88ecc92790da61a6986e133f8,3,Tfidf_neu
1356,414e066ebaef6dc42ba4c1cea36c23ed,7,Transformer
1357,bdbbb2cbe3e51408dcb0cc0697338616,3,Tfidf_neu
1358,d663372ff65a6e1925baca8a05cd4df3,5,Word2vec
1359,c2ebb0408af27e88f450e385bdcd049d,5,Word2vec
1360,159f3bb022c670316d02a3396b529586,1,Tfidf_pos
1361,cfd11c011e7ad5145b2570752606e799,5,Word2vec
1362,bbd23951913a7eaf099e6786aedb1b65,1,Tfidf_pos
1363,e404bd57287c8cfd72b7a5592710a3b3,6,Random
1364,90d50e5c3f632424283e24dfd567b6a0,6,Random
1365,85046f55a469cd92a6823ce58f21f212,6,Random
1366,1fcfa7001ff4c9a6ba76aefb1dea31da,4,Tfidf
1367,fe34d10aee296b205088d4243636b0aa,7,Transformer
1368,b4928a074d60328f2347d0d0557a2c8c,1,Tfidf_pos
1369,5705297bb8318c5b2f77ef308af5e1cb,2,Tfidf_neg
1370,6f9f63793f4f0b2212515da9e42a3bf8,2,Tfidf_neg
1371,6b6e761314d6d65320e5b92f096a6623,6,Random
1372,52b8be7b6da4d1ad00bbb57a7bafa11c,3,Tfidf_neu
1373,ae6bb7faa03857130ae7f0c261729966,4,Tfidf
1374,816b32484f68b7f623d894960e11388d,1,Tfidf_pos
1375,7b3d33a865877413e773766e199a2eba,6,Random
1376,64b3184a29f1aa757e99d7d707cb8700,5,Word2vec
1377,9eb0ae095007c26592696208401f940f,7,Transformer
1378,3e21b38551eb79ced1a81cd2f7f42482,3,Tfidf_neu
1379,d62a6a3ec1f8e1a9385b58db75174e75,2,Tfidf_neg
1380,a45175eaef4e8cf0d947b7c73ef52ac1,7,Transformer
1381,98d43a8dd0742daf705d366d4b0c26cd,5,Word2vec
1382,d71cda963e05c82157330493af36725c,1,Tfidf_pos
1383,5e2a89fbdb982ab73b2a12b9c93f79c2,7,Transformer
1384,6e94f3677c6b9e45ed5cd27f54350974,4,Tfidf
1385,a0946ba87bf22e5c245108a5e3eecad2,6,Random
1386,c8d84680ca2cd88978e26eb6d2c515f5,4,Tfidf
1387,32d933e463ccf4acb3ba19061b414ee8,2,Tfidf_neg
1388,09f3a53d8e310fe20f4068a568ae74f8,6,Random
1389,3eecd8d0dea3db7a42d9aeb6b5a0bb4d,5,Word2vec
1390,1a18f4a661c0f60ad69b1ccc2c5be687,6,Random
1391,d8f7d78a64571265dfb445c7c3507c92,7,Transformer
1392,e03f61329b3929cd4fd0b7b70a5b46c6,4,Tfidf
1393,4cd4ae81c2009ca766ba4617d63604f5,6,Random
1394,40c924ee80ad01121afd7b22183b6a87,4,Tfidf
1395,066273a682efc3592ca2da238edac963,3,Tfidf_neu
1396,db2d1611853dc5feee564e7a0ad850f8,5,Word2vec
1397,a4e8223b903c3f94723b663ac96d1321,7,Transformer
1398,d35c64da4ab31fc35954b5453a2cafdc,5,Word2vec
1399,b33fad6a2b212eff8a626a0efa5dd185,6,Random
1400,7b35a930f27f29efaa1eec4f4b6e3896,7,Transformer
1401,e5d8ce4b345c731bafd65e137228087a,1,Tfidf_pos
1402,94ad398e8c6fadc1f85c68e209717f6a,6,Random
1403,2373dc6978f154676542c2cc93d9321e,4,Tfidf
1404,18faeeb4e968ee7b219c7f55fc2b3e8e,3,Tfidf_neu
1405,ec929b2778ee5488916260b2ac30436c,5,Word2vec
1406,fa6fd166070527b12eb2db630fe95d8b,7,Transformer
1407,dcac766f5ae0f955e350946592190788,5,Word2vec
1408,c05e50e89fe539a6dc361903216d62d9,2,Tfidf_neg
1409,bce278a060797ad9f16138e4d502b34a,5,Word2vec
1410,885919a57d0da1ea2bf89d823d01db0d,4,Tfidf
1411,cc7dc8ed30c77b22cb808f8e139e47e5,4,Tfidf
1412,5d735ae00dde3a658ec5e6bfbd2fc982,7,Transformer
1413,7e48bf18b8d287c31154da12db238887,6,Random
1414,e2b361fc80d4e928edc8c93850181657,2,Tfidf_neg
1415,e1a63607038265f10e5041b373f3dec0,2,Tfidf_neg
1416,90e88d74e88b0f57aebf62fb07c1dc87,3,Tfidf_neu
